着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,"ﾀｲﾑ指数


タイム指数(通常)
タイム指数マスター","ﾀｲﾑ指数M


タイム指数(通常)
タイム指数マスター",ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id,date,surface,distance,condition
9,4,7,アンジュレーヌ,牝3,55.0,野中悠太,1:59.1,1.1/2,**,**,**,**,**,1-1-1-1,43.0,8.9,4.0,464(-2),,,,464(-2),,,202606020401,2026-03-08,ダ,1800,稍重
10,3,6,ペカリーナ,牝3,55.0,木幡初也,1:59.5,2.1/2,**,**,**,**,**,6-6-8-8,42.4,19.3,8.0,460(-2),,,,460(-2),,,202606020401,2026-03-08,ダ,1800,稍重
11,1,2,クイーンアン,牝3,55.0,佐々木大,1:59.9,2.1/2,**,**,**,**,**,13-13-14-14,41.3,4.7,3.0,462(-4),,,,462(-4),,,202606020401,2026-03-08,ダ,1800,稍重
12,3,5,マコトアタキギリ,牝3,55.0,横山和生,2:00.2,1.3/4,**,**,**,**,**,13-14-14-14,41.5,138.4,12.0,436(-12),,,,436(-12),,,202606020401,2026-03-08,ダ,1800,稍重
13,1,1,カリドーラ,牝3,55.0,三浦皇成,2:00.6,2.1/2,**,**,**,**,**,15-15-12-12,42.5,9.5,5.0,492(-8),,,,492(-8),,,202606020401,2026-03-08,ダ,1800,稍重
14,5,10,リベルタアーラ,牝3,52.0,石神深道,2:00.8,1,**,**,**,**,**,10-10-12-12,42.7,142.5,13.0,414(+6),,,,414(+6),,,202606020401,2026-03-08,ダ,1800,稍重
15,5,9,パルミエ,牝3,55.0,丸山元気,2:02.3,9,**,**,**,**,**,3-4-5-9,45.5,10.3,6.0,456(0),,,,456(0),,,202606020401,2026-03-08,ダ,1800,稍重
16,2,3,スタートオブシー,牝3,52.0,石田拓郎,2:05.4,大,**,**,**,**,**,16-16-16-16,44.7,313.8,15.0,378(0),,,,378(0),,,202606020401,2026-03-08,ダ,1800,稍重
1,4,7,デアプリームス,牝3,55.0,池添謙一,1:12.2,,**,**,**,**,**,3-3,37.7,4.8,2.0,438(-6),,,,438(-6),,590.0,202606020402,2026-03-08,ダ,1200,稍重
2,6,12,ツクバヴァンガード,牡3,57.0,横山武史,1:12.3,クビ,**,**,**,**,**,2-2,37.9,2.4,1.0,478(-2),,,,478(-2),,240.0,202606020402,2026-03-08,ダ,1200,稍重
3,8,15,ベルオーシャン,牝3,52.0,舟山瑠泉,1:12.7,2.1/2,**,**,**,**,**,4-4,37.9,11.2,5.0,412(+6),,,,412(+6),,150.0,202606020402,2026-03-08,ダ,1200,稍重
4,2,3,ライカ,牡3,57.0,大野拓弥,1:13.2,3,**,**,**,**,**,7-6,38.2,12.1,6.0,446(+4),,,,446(+4),,89.0,202606020402,2026-03-08,ダ,1200,稍重
5,4,8,マメーアップル,牝3,52.0,小林美駒,1:13.5,2,**,**,**,**,**,1-1,39.1,10.3,4.0,436(-2),,,,436(-2),,59.0,202606020402,2026-03-08,ダ,1200,稍重
6,6,11,サリーアン,牡3,57.0,黛弘人,1:13.6,1/2,**,**,**,**,**,11-8,38.1,13.0,7.0,464(0),,,,464(0),,,202606020402,2026-03-08,ダ,1200,稍重
7,1,1,クアラトレンガヌ,牡3,55.0,長浜鴻緒,1:13.8,1,**,**,**,**,**,4-4,39.0,293.0,15.0,456(+16),,,,456(+16),,,202606020402,2026-03-08,ダ,1200,稍重
8,3,5,セキテイロックス,牡3,54.0,上里直汰,1:13.9,3/4,**,**,**,**,**,14-14,37.8,252.9,13.0,492(-4),,,,492(-4),,,202606020402,2026-03-08,ダ,1200,稍重
9,2,4,アミナス,牡3,57.0,柴田善臣,1:14.1,1,**,**,**,**,**,13-12,38.4,13.3,8.0,526(+2),,,,526(+2),,,202606020402,2026-03-08,ダ,1200,稍重
10,5,9,アイビーキラリ,牝3,55.0,原優介,1:14.3,1.1/2,**,**,**,**,**,8-8,39.0,287.2,14.0,422(-2),,,,422(-2),,,202606020402,2026-03-08,ダ,1200,稍重
11,1,2,ベアフォースワン,牡3,57.0,松岡正海,1:14.5,1.1/2,**,**,**,**,**,4-7,39.7,347.6,16.0,442(-6),,,,442(-6),,,202606020402,2026-03-08,ダ,1200,稍重
12,3,6,ヘリオドール,牝3,52.0,石神深道,1:14.8,1.3/4,**,**,**,**,**,10-11,39.4,144.8,12.0,460(-4),,,,460(-4),,,202606020402,2026-03-08,ダ,1200,稍重
13,8,16,アイアンクラッド,牡3,57.0,三浦皇成,1:15.0,1.1/2,**,**,**,**,**,11-12,39.5,6.5,3.0,494(-4),,,,494(-4),,,202606020402,2026-03-08,ダ,1200,稍重
14,5,10,スナップジジ,牡3,57.0,矢野貴之,1:15.5,3,**,**,**,**,**,8-8,40.2,142.9,11.0,510(+4),,,,510(+4),,,202606020402,2026-03-08,ダ,1200,稍重
15,7,14,ジェイエルサーベイ,牡3,57.0,横山和生,1:15.8,1.3/4,**,**,**,**,**,15-15,39.4,74.1,10.0,520(0),,,,520(0),,,202606020402,2026-03-08,ダ,1200,稍重
16,7,13,ハクサンスオーノ,牡3,57.0,荻野極,1:24.1,大,**,**,**,**,**,16-16,47.0,66.4,9.0,488(0),,,,488(0),,,202606020402,2026-03-08,ダ,1200,稍重
1,8,13,ホノボノ,牡3,57.0,丹内祐次,1:56.2,,**,**,**,**,**,2-2-2-2,39.5,15.2,5.0,460(-2),,,,460(-2),,590.0,202606020403,2026-03-08,ダ,1800,稍重
2,2,2,マイネルゼーロス,牡3,54.0,石神深道,1:56.6,2.1/2,**,**,**,**,**,5-4-3-2,39.8,4.9,2.0,480(-8),,,,480(-8),,240.0,202606020403,2026-03-08,ダ,1800,稍重
3,8,14,アラビアンドリーム,牡3,57.0,横山和生,1:57.2,3.1/2,**,**,**,**,**,1-1-1-1,40.5,1.7,1.0,498(+2),,,,498(+2),,150.0,202606020403,2026-03-08,ダ,1800,稍重
4,3,3,ラッキースウィッチ,牡3,57.0,横山武史,1:57.2,クビ,**,**,**,**,**,3-3-4-4,40.2,6.5,3.0,482(+8),,,,482(+8),,89.0,202606020403,2026-03-08,ダ,1800,稍重
5,1,1,アイムスティルミー,セ3,57.0,江田照男,1:57.2,クビ,**,**,**,**,**,8-7-5-5,39.8,7.2,4.0,426(-6),,,,426(-6),,59.0,202606020403,2026-03-08,ダ,1800,稍重
6,4,5,グランフィエスタ,牡3,57.0,矢野貴之,1:58.8,10,**,**,**,**,**,10-10-11-11,40.6,80.8,8.0,502(-4),,,,502(-4),,,202606020403,2026-03-08,ダ,1800,稍重
7,3,4,カスターニエ,牝3,51.0,谷原柚希,1:59.4,3.1/2,**,**,**,**,**,7-8-7-6,41.5,111.9,10.0,420(-6),,,,420(-6),,,202606020403,2026-03-08,ダ,1800,稍重
8,5,8,ウインエンブレム,牡3,57.0,菊沢一樹,1:59.5,1/2,**,**,**,**,**,12-12-10-8,41.4,39.6,7.0,514(0),,,,514(0),,,202606020403,2026-03-08,ダ,1800,稍重
9,4,6,ゲンパチミスティ,牝3,55.0,石川裕紀,1:59.6,3/4,**,**,**,**,**,8-9-7-10,41.6,174.0,12.0,454(-12),,,,454(-12),,,202606020403,2026-03-08,ダ,1800,稍重
10,6,9,ロット,牝3,55.0,嶋田純次,1:59.8,1.1/2,**,**,**,**,**,10-11-13-11,41.2,134.8,11.0,426(+10),,,,426(+10),,,202606020403,2026-03-08,ダ,1800,稍重
11,7,11,ロードキャリバー,牡3,57.0,大野拓弥,1:59.9,クビ,**,**,**,**,**,14-14-14-13,41.0,492.7,13.0,500(+2),,,,500(+2),,,202606020403,2026-03-08,ダ,1800,稍重
12,5,7,アルファマリブ,牡3,54.0,舟山瑠泉,2:00.6,4,**,**,**,**,**,12-13-7-6,42.6,17.4,6.0,484(0),,,,484(0),,,202606020403,2026-03-08,ダ,1800,稍重
13,7,12,ウルヴァリン,牡3,54.0,遠藤汰月,2:00.9,2,**,**,**,**,**,6-6-6-8,43.2,524.3,14.0,490(+4),,,,490(+4),,,202606020403,2026-03-08,ダ,1800,稍重
14,6,10,サンドッグ,牡3,57.0,木幡育也,2:02.0,7,**,**,**,**,**,4-4-12-14,43.6,89.0,9.0,520(+2),,,,520(+2),,,202606020403,2026-03-08,ダ,1800,稍重
1,3,4,バルサムノート,牡6,60.0,森一馬,3:18.8,,,,,,,2-2-2-2,13.8,3.0,2.0,518(-2),,,,518(-2),,840.0,202606020404,2026-03-08,障,2880,良
2,1,1,シャンデルナゴル,牡6,60.0,中村将之,3:18.9,1/2,,,,,,7-7-7-7,13.8,2.3,1.0,498(+2),,,,498(+2),,340.0,202606020404,2026-03-08,障,2880,良
3,4,6,モンツァフレイバー,牡4,59.0,草野太郎,3:19.3,2,,,,,,6-6-5-3,13.8,103.0,11.0,462(-4),,,,462(-4),,210.0,202606020404,2026-03-08,障,2880,良
4,6,9,ロードヴァレンチ,セ7,57.0,坂口智康,3:19.3,ハナ,,,,,,4-5-5-3,13.8,4.1,3.0,488(-2),,,,488(-2),,130.0,202606020404,2026-03-08,障,2880,良
5,6,10,ライラスター,セ7,60.0,上野翔,3:19.3,クビ,,,,,,4-3-3-3,13.8,17.4,4.0,468(-6),,,,468(-6),,84.0,202606020404,2026-03-08,障,2880,良
6,2,2,ダスク,牡6,60.0,小野寺祐,3:19.4,1/2,,,,,,1-1-1-1,13.8,39.6,7.0,466(0),,,,466(0),,,202606020404,2026-03-08,障,2880,良
7,3,3,グラヴィテ,牝8,58.0,黒岩悠,3:19.4,アタマ,,,,,,3-3-3-3,13.8,41.3,8.0,490(-6),,,,490(-6),,,202606020404,2026-03-08,障,2880,良
8,5,8,ニシノルアノーヴァ,牡4,59.0,伴啓太,3:20.6,7,,,,,,10-10-8-8,13.9,61.5,9.0,500(-2),,,,500(-2),,,202606020404,2026-03-08,障,2880,良
9,7,12,ノーブルクライ,牡6,60.0,五十嵐雄,3:21.7,7,,,,,,9-9-10-10,14.0,22.0,6.0,506(-8),,,,506(-8),,,202606020404,2026-03-08,障,2880,良
10,8,14,プレミアブルー,牡4,59.0,石神深一,3:21.8,1,,,,,,12-12-11-10,14.0,88.2,10.0,468(-4),,,,468(-4),,,202606020404,2026-03-08,障,2880,良
11,8,13,テイエムタワードン,セ4,59.0,田村太雅,3:22.4,3.1/2,,,,,,7-7-9-9,14.1,249.8,13.0,510(-2),,,,510(-2),,,202606020404,2026-03-08,障,2880,良
12,5,7,ホウオウスターツ,セ4,57.0,小林凌大,3:22.7,1.1/2,,,,,,11-11-12-12,14.1,271.8,14.0,468(-2),,,,468(-2),,,202606020404,2026-03-08,障,2880,良
13,4,5,グランナヴィール,牡5,57.0,水沼元輝,3:22.9,1.1/2,,,,,,13-13-13-13,14.1,19.9,5.0,544(+4),,,,544(+4),,,202606020404,2026-03-08,障,2880,良
14,7,11,ルーチェロッサ,牝6,58.0,大江原圭,3:33.8,大,,,,,,14-14-14-14,14.8,183.8,12.0,482(+6),,,,482(+6),,,202606020404,2026-03-08,障,2880,良
1,5,9,ラベルセーヌ,牝3,55.0,荻野極,1:47.0,,**,**,**,**,**,11-11-11-10,35.0,19.9,8.0,430(0),,,,430(0),,590.0,202606020405,2026-03-08,芝,1800,良
2,2,3,トーセンブリラーレ,牡3,55.0,長浜鴻緒,1:47.8,5,**,**,**,**,**,4-4-7-4,36.2,137.0,12.0,510(+12),,,,510(+12),,240.0,202606020405,2026-03-08,芝,1800,良
3,1,2,ランウェイミューズ,牝3,55.0,戸崎圭太,1:47.9,1/2,**,**,**,**,**,4-4-3-3,36.5,11.8,4.0,394(+2),,,,394(+2),,150.0,202606020405,2026-03-08,芝,1800,良
4,6,11,ベルランコントル,牝3,55.0,丹内祐次,1:48.3,2,**,**,**,**,**,8-8-10-10,36.5,15.8,6.0,446(-12),,,,446(-12),,89.0,202606020405,2026-03-08,芝,1800,良
5,7,13,ショウナンサイオウ,牡3,57.0,池添謙一,1:48.4,3/4,**,**,**,**,**,10-10-5-4,36.9,4.0,2.0,490(0),,,,490(0),,59.0,202606020405,2026-03-08,芝,1800,良
6,5,10,コールリッジ,牡3,57.0,津村明秀,1:48.6,1.1/2,**,**,**,**,**,13-13-13-12,35.7,239.7,13.0,444(0),,,,444(0),,,202606020405,2026-03-08,芝,1800,良
7,7,14,ポイズンオーク,牝3,55.0,杉原誠人,1:49.2,3.1/2,**,**,**,**,**,14-14-15-15,35.8,43.7,10.0,532(0),,,,532(0),,,202606020405,2026-03-08,芝,1800,良
8,4,7,カンティーナ,牝3,55.0,大野拓弥,1:49.5,1.1/2,**,**,**,**,**,6-6-8-7,37.8,9.8,3.0,474(+8),,,,474(+8),,,202606020405,2026-03-08,芝,1800,良
9,2,4,ハニージョー,牡3,57.0,ルメール,1:49.5,クビ,**,**,**,**,**,2-2-2-1,38.6,2.0,1.0,508(0),,,,508(0),,,202606020405,2026-03-08,芝,1800,良
10,8,15,ギリーカラム,牡3,57.0,岩田康誠,1:49.6,クビ,**,**,**,**,**,15-15-14-13,36.4,14.7,5.0,514(0),,,,514(0),,,202606020405,2026-03-08,芝,1800,良
11,1,1,ニシノマルガリート,牡3,57.0,横山武史,1:49.9,2,**,**,**,**,**,1-1-1-2,39.0,33.1,9.0,438(0),,,,438(0),,,202606020405,2026-03-08,芝,1800,良
12,8,16,アルペンローゼ,牝3,55.0,横山和生,1:50.3,2.1/2,**,**,**,**,**,3-3-3-4,38.9,16.0,7.0,486(-4),,,,486(-4),,,202606020405,2026-03-08,芝,1800,良
13,6,12,アレステリオス,牡3,57.0,石橋脩,1:50.3,クビ,**,**,**,**,**,6-6-5-7,38.8,107.6,11.0,454(+2),,,,454(+2),,,202606020405,2026-03-08,芝,1800,良
14,4,8,フクスケ,牡3,57.0,木幡育也,1:50.5,1.1/4,**,**,**,**,**,8-8-8-7,38.8,487.5,16.0,452(0),,,,452(0),,,202606020405,2026-03-08,芝,1800,良
15,3,6,フックセンチョウ,牡3,57.0,菊沢一樹,1:50.9,2.1/2,**,**,**,**,**,12-12-12-13,38.4,487.1,15.0,440(+2),,,,440(+2),,,202606020405,2026-03-08,芝,1800,良
16,3,5,サンサブリミナル,牝3,55.0,松岡正海,1:52.4,9,**,**,**,**,**,16-16-16-16,37.3,345.3,14.0,476(0),,,,476(0),,,202606020405,2026-03-08,芝,1800,良
1,5,10,マクミランテソーロ,牡5,58.0,木幡巧也,1:10.9,,**,**,**,**,**,2-2,37.5,2.0,1.0,482(-4),,,,482(-4),,820.0,202606020406,2026-03-08,ダ,1200,稍重
2,4,7,ルイステソーロ,セ4,58.0,丹内祐次,1:11.3,2.1/2,**,**,**,**,**,1-1,38.0,9.2,3.0,480(-4),,,,480(-4),,330.0,202606020406,2026-03-08,ダ,1200,稍重
3,2,3,カーヌスティ,牡4,58.0,ルメール,1:11.6,2,**,**,**,**,**,3-3,37.9,4.4,2.0,490(+2),,,,490(+2),,210.0,202606020406,2026-03-08,ダ,1200,稍重
4,6,11,ブリックンクリック,セ4,58.0,津村明秀,1:11.8,1,**,**,**,**,**,3-3,38.2,41.7,9.0,466(0),,,,466(0),,120.0,202606020406,2026-03-08,ダ,1200,稍重
5,6,12,サヨノジャンボリー,牡4,58.0,矢野貴之,1:12.0,1.1/4,**,**,**,**,**,11-10,37.6,14.9,6.0,478(+10),,,,478(+10),,82.0,202606020406,2026-03-08,ダ,1200,稍重
6,8,15,アースミューズ,牝4,56.0,松岡正海,1:12.1,クビ,**,**,**,**,**,8-7,38.0,113.9,13.0,458(+4),,,,458(+4),,,202606020406,2026-03-08,ダ,1200,稍重
7,7,13,アイアンソリッド,牝4,54.0,長浜鴻緒,1:12.2,1/2,**,**,**,**,**,5-5,38.4,23.8,8.0,466(+8),,,,466(+8),,,202606020406,2026-03-08,ダ,1200,稍重
8,7,14,アルマーレシチー,セ5,55.0,上里直汰,1:12.6,2.1/2,**,**,**,**,**,13-12,38.1,60.5,11.0,540(0),,,,540(0),,,202606020406,2026-03-08,ダ,1200,稍重
9,1,2,ショウナンラリー,牡4,58.0,横山和生,1:12.7,クビ,**,**,**,**,**,10-10,38.5,11.2,4.0,492(+8),,,,492(+8),,,202606020406,2026-03-08,ダ,1200,稍重
10,3,5,ルクスマーベリック,セ5,58.0,杉原誠人,1:12.7,クビ,**,**,**,**,**,15-12,37.9,63.7,12.0,452(+2),,,,452(+2),,,202606020406,2026-03-08,ダ,1200,稍重
11,4,8,セイゲン,セ7,58.0,佐々木大,1:12.8,1/2,**,**,**,**,**,13-12,38.2,128.5,14.0,472(+14),,,,472(+14),,,202606020406,2026-03-08,ダ,1200,稍重
12,8,16,イェルマーク,牡5,55.0,水沼元輝,1:13.0,1.1/4,**,**,**,**,**,5-5,39.2,47.3,10.0,502(-8),,,,502(-8),,,202606020406,2026-03-08,ダ,1200,稍重
13,3,6,エンジェルブリーズ,牝4,56.0,大野拓弥,1:13.0,ハナ,**,**,**,**,**,8-7,39.0,21.1,7.0,460(+6),,,,460(+6),,,202606020406,2026-03-08,ダ,1200,稍重
14,5,9,グルーヴィーオン,牝4,56.0,原優介,1:13.1,1/2,**,**,**,**,**,11-12,38.8,13.1,5.0,480(0),,,,480(0),,,202606020406,2026-03-08,ダ,1200,稍重
15,2,4,カーリングホリデー,牝5,56.0,菊沢一樹,1:13.9,5,**,**,**,**,**,16-16,38.8,360.7,16.0,484(+18),,,,484(+18),,,202606020406,2026-03-08,ダ,1200,稍重
16,1,1,ピクラリーダ,牝5,53.0,舟山瑠泉,1:14.5,3.1/2,**,**,**,**,**,5-7,40.7,214.9,15.0,460(+10),,,,460(+10),,,202606020406,2026-03-08,ダ,1200,稍重
1,4,4,ディールメーカー,牡3,57.0,坂井瑠星,1:33.5,,**,**,**,**,**,1-2-2,34.8,2.8,1.0,498(+4),,,,498(+4),,820.0,202606020407,2026-03-08,芝,1600,良
2,8,10,サーディンラン,牡3,57.0,佐々木大,1:33.8,1.3/4,**,**,**,**,**,2-1-1,35.2,48.1,9.0,464(+4),,,,464(+4),,330.0,202606020407,2026-03-08,芝,1600,良
3,3,3,ランズダウンロード,牡3,57.0,ルメール,1:34.0,1.1/4,**,**,**,**,**,9-4-4,35.1,3.7,2.0,474(0),,,,474(0),,210.0,202606020407,2026-03-08,芝,1600,良
4,2,2,ショーリバース,牡3,57.0,横山典弘,1:34.1,1,**,**,**,**,**,4-4-4,35.2,23.7,6.0,508(0),,,,508(0),,120.0,202606020407,2026-03-08,芝,1600,良
5,7,8,ベレーバスク,牝3,55.0,丹内祐次,1:34.2,クビ,**,**,**,**,**,4-4-4,35.3,27.6,7.0,454(0),,,,454(0),,82.0,202606020407,2026-03-08,芝,1600,良
6,5,5,コルテオソレイユ,牡3,57.0,戸崎圭太,1:34.2,ハナ,**,**,**,**,**,6-10-11,34.8,4.2,3.0,458(0),,,,458(0),,,202606020407,2026-03-08,芝,1600,良
7,1,1,マルガ,牝3,55.0,川田将雅,1:34.4,1,**,**,**,**,**,10-7-7,35.3,4.8,4.0,472(+2),,,,472(+2),,,202606020407,2026-03-08,芝,1600,良
8,8,11,ポペット,牝3,55.0,津村明秀,1:34.5,1/2,**,**,**,**,**,11-11-10,34.7,18.2,5.0,418(-6),,,,418(-6),,,202606020407,2026-03-08,芝,1600,良
9,6,6,ニシノセイドウ,牡3,57.0,池添謙一,1:34.5,ハナ,**,**,**,**,**,3-2-2,35.8,39.8,8.0,448(-4),,,,448(-4),,,202606020407,2026-03-08,芝,1600,良
10,6,7,アグネスクレスト,牡3,57.0,柴田善臣,1:34.5,アタマ,**,**,**,**,**,6-7-7,35.4,194.1,10.0,496(0),,,,496(0),,,202606020407,2026-03-08,芝,1600,良
11,7,9,トリスティ,牝3,52.0,佐藤翔馬,1:34.6,3/4,**,**,**,**,**,6-7-7,35.4,325.9,11.0,476(0),,,,476(0),,,202606020407,2026-03-08,芝,1600,良
1,4,5,ラオラシオン,セ5,58.0,横山琉人,1:53.7,,**,**,**,**,**,7-6-4-3,39.3,132.2,12.0,488(0),,,,488(0),,"1,190.0",202606020408,2026-03-08,ダ,1800,稍重
2,7,10,ミダース,牡5,58.0,ルメール,1:54.1,2.1/2,**,**,**,**,**,9-9-7-6,39.4,4.4,2.0,514(-6),,,,514(-6),,480.0,202606020408,2026-03-08,ダ,1800,稍重
3,2,2,リラゲイル,牡4,58.0,荻野極,1:54.4,1.3/4,**,**,**,**,**,8-8-9-10,39.5,16.5,3.0,464(0),,,,464(0),,300.0,202606020408,2026-03-08,ダ,1800,稍重
4,5,6,マンダリンボレロ,牡6,58.0,松岡正海,1:54.5,クビ,**,**,**,**,**,11-11-11-11,39.4,57.2,10.0,504(+6),,,,504(+6),,180.0,202606020408,2026-03-08,ダ,1800,稍重
5,6,9,ライジンマル,セ5,58.0,木幡初也,1:54.5,クビ,**,**,**,**,**,2-2-2-2,40.5,32.2,8.0,526(-4),,,,526(-4),,119.0,202606020408,2026-03-08,ダ,1800,稍重
6,1,1,セザンワールド,セ6,58.0,小林脩斗,1:54.5,ハナ,**,**,**,**,**,12-12-9-8,39.5,52.4,9.0,510(0),,,,510(0),,,202606020408,2026-03-08,ダ,1800,稍重
7,5,7,マーゴットゲイン,牡4,58.0,矢野貴之,1:54.6,クビ,**,**,**,**,**,4-4-7-8,39.9,30.8,6.0,474(+2),,,,474(+2),,,202606020408,2026-03-08,ダ,1800,稍重
8,7,11,トルショー,牡4,58.0,黛弘人,1:55.0,2,**,**,**,**,**,3-3-3-3,40.7,162.7,13.0,462(+2),,,,462(+2),,,202606020408,2026-03-08,ダ,1800,稍重
9,4,4,ニューファウンド,セ4,58.0,石川裕紀,1:55.0,アタマ,**,**,**,**,**,13-13-13-12,39.6,21.2,5.0,518(+4),,,,518(+4),,,202606020408,2026-03-08,ダ,1800,稍重
10,3,3,ヴォルスター,牡5,56.0,長浜鴻緒,1:55.4,2.1/2,**,**,**,**,**,1-1-1-1,41.4,99.6,11.0,436(+4),,,,436(+4),,,202606020408,2026-03-08,ダ,1800,稍重
11,8,13,ニシノブレイゼスト,牡4,58.0,田辺裕信,1:55.5,クビ,**,**,**,**,**,6-6-4-6,41.1,20.2,4.0,506(0),,,,506(0),,,202606020408,2026-03-08,ダ,1800,稍重
12,8,12,リザードアイランド,牡4,58.0,横山和生,1:55.8,1.3/4,**,**,**,**,**,4-4-4-3,41.4,1.4,1.0,492(+2),,,,492(+2),,,202606020408,2026-03-08,ダ,1800,稍重
13,6,8,ウインアクトゥール,牡5,58.0,丹内祐次,1:59.5,大,**,**,**,**,**,9-9-11-13,44.4,31.3,7.0,444(-6),,,,444(-6),,,202606020408,2026-03-08,ダ,1800,稍重
1,1,1,マイユニバース,牡4,57.0,横山典弘,2:32.1,,**,**,**,**,**,5-5-5-5,35.6,2.2,1.0,480(+10),,,,480(+10),,"1,904.3",202606020409,2026-03-08,芝,2500,良
2,8,16,トリプルコーク,牡4,57.0,ルメール,2:32.7,3.1/2,**,**,**,**,**,8-8-8-6,36.0,2.7,2.0,462(+4),,,,462(+4),,759.8,202606020409,2026-03-08,芝,2500,良
3,6,11,バレンタインガール,牝5,56.0,戸崎圭太,2:32.7,クビ,**,**,**,**,**,12-13-8-10,35.9,8.3,4.0,480(0),,,,480(0),,474.9,202606020409,2026-03-08,芝,2500,良
4,3,5,ショウナンサムデイ,牝4,55.0,池添謙一,2:32.9,1,**,**,**,**,**,8-8-8-6,36.1,33.2,6.0,444(+4),,,,444(+4),,280.0,202606020409,2026-03-08,芝,2500,良
5,8,15,エコロレイズ,牡5,58.0,菊沢一樹,2:32.9,クビ,**,**,**,**,**,15-15-13-13,35.8,54.6,9.0,502(-2),,,,502(-2),,187.0,202606020409,2026-03-08,芝,2500,良
6,2,4,アスターブジエ,牡6,58.0,岩田康誠,2:33.2,2,**,**,**,**,**,7-7-6-6,36.6,29.1,5.0,470(+2),,,,470(+2),,,202606020409,2026-03-08,芝,2500,良
7,4,7,ルカランフィースト,牡5,58.0,荻野極,2:33.3,アタマ,**,**,**,**,**,14-13-14-14,36.1,42.8,8.0,486(+4),,,,486(+4),,,202606020409,2026-03-08,芝,2500,良
8,2,3,ガジュノリ,牝5,56.0,木幡巧也,2:33.3,クビ,**,**,**,**,**,6-6-6-6,36.7,40.4,7.0,494(0),,,,494(0),,,202606020409,2026-03-08,芝,2500,良
9,7,14,ウインルーティン,牡6,58.0,丹内祐次,2:33.3,クビ,**,**,**,**,**,1-1-1-1,37.6,98.4,12.0,482(0),,,,482(0),,,202606020409,2026-03-08,芝,2500,良
10,4,8,マイネルブリックス,牡5,58.0,松岡正海,2:33.6,1.1/2,**,**,**,**,**,12-12-11-11,36.7,223.3,15.0,474(-6),,,,474(-6),,,202606020409,2026-03-08,芝,2500,良
11,5,10,ヤマニンエンディマ,牡6,58.0,大野拓弥,2:33.7,1/2,**,**,**,**,**,3-3-3-3,37.6,112.9,13.0,516(-2),,,,516(-2),,,202606020409,2026-03-08,芝,2500,良
12,3,6,レッドテリオス,牡5,58.0,横山武史,2:33.7,クビ,**,**,**,**,**,10-10-11-11,36.8,8.0,3.0,490(0),,,,490(0),,,202606020409,2026-03-08,芝,2500,良
13,1,2,リンフレスカンテ,牡8,58.0,田辺裕信,2:34.0,2,**,**,**,**,**,16-16-16-14,36.4,141.1,14.0,442(-4),,,,442(-4),,,202606020409,2026-03-08,芝,2500,良
14,6,12,ロードオールライト,牡5,58.0,三浦皇成,2:34.7,4,**,**,**,**,**,2-2-2-2,38.9,88.8,11.0,530(+4),,,,530(+4),,,202606020409,2026-03-08,芝,2500,良
15,5,9,コスモフロイデ,牡7,58.0,矢野貴之,2:34.7,ハナ,**,**,**,**,**,10-10-14-16,37.4,380.4,16.0,478(+2),,,,478(+2),,,202606020409,2026-03-08,芝,2500,良
16,7,13,ノーランサンライズ,牝4,55.0,坂井瑠星,2:36.0,8,**,**,**,**,**,4-4-3-3,39.8,64.8,10.0,498(+2),,,,498(+2),,,202606020409,2026-03-08,芝,2500,良
1,5,9,ブレイクフォース,牡7,58.0,田辺裕信,1:52.7,,**,**,**,**,**,12-12-9-8,37.9,14.0,6.0,496(+2),,,,496(+2),,"2,231.5",202606020410,2026-03-08,ダ,1800,稍重
2,8,14,アクションプラン,牡6,58.0,荻野極,1:52.7,クビ,**,**,**,**,**,2-3-2-2,38.3,7.7,4.0,516(+2),,,,516(+2),,889.0,202606020410,2026-03-08,ダ,1800,稍重
3,7,13,ミッキーヌチバナ,牡8,59.0,戸崎圭太,1:52.8,1/2,**,**,**,**,**,4-5-4-4,38.3,20.6,10.0,510(-6),,,,510(-6),,554.5,202606020410,2026-03-08,ダ,1800,稍重
4,6,11,クラウンシエンタ,牡5,57.0,丹内祐次,1:53.0,1,**,**,**,**,**,7-8-6-6,38.4,15.3,7.0,506(0),,,,506(0),,330.0,202606020410,2026-03-08,ダ,1800,稍重
5,5,8,レヴォントゥレット,牡5,58.0,坂井瑠星,1:53.0,アタマ,**,**,**,**,**,2-1-1-1,38.7,4.0,1.0,498(-5),,,,498(-5),,220.0,202606020410,2026-03-08,ダ,1800,稍重
6,3,5,ルヴァンユニベール,牡4,57.0,矢野貴之,1:53.0,ハナ,**,**,**,**,**,10-11-9-11,38.2,15.6,9.0,554(+2),,,,554(+2),,,202606020410,2026-03-08,ダ,1800,稍重
7,7,12,アマンテビアンコ,牡5,58.0,ルメール,1:53.2,1.1/4,**,**,**,**,**,1-2-2-2,38.8,5.5,3.0,542(+11),,,,542(+11),,,202606020410,2026-03-08,ダ,1800,稍重
8,3,4,リチュアル,セ7,57.0,川田将雅,1:53.2,クビ,**,**,**,**,**,7-7-9-8,38.4,12.1,5.0,508(-4),,,,508(-4),,,202606020410,2026-03-08,ダ,1800,稍重
