着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,"ﾀｲﾑ指数


タイム指数(通常)
タイム指数マスター","ﾀｲﾑ指数M


タイム指数(通常)
タイム指数マスター",ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id,category
4,7,9,デライトアルバム,牝4,55,石川倭,1:16.4,2,**,-,-,-,-,5-5,39.6,1.6,1,488(-4),,,,"[地]
米川昇",田中定彦,5.6,202430050807,NAR
5,6,8,スプリングレター,牝4,55,井上俊彦,1:16.7,1.1/2,**,-,-,-,-,7-6,39.7,56.1,8,466(-4),,,,"[地]
村上正和",谷岡真喜,2.8,202430050807,NAR
6,6,7,ホッコーアリス,牝4,55,岩橋勇二,1:16.8,1/2,**,-,-,-,-,4-11,40.0,24.5,6,462(+2),,,,"[地]
千葉津代",北幸商事（株）,,202430050807,NAR
7,8,11,ルナエルフ,牝4,55,小野楓馬,1:17.0,1,**,-,-,-,-,7-7,39.9,23.9,5,466(+4),,,,"[地]
小野望",（有）槇本牧場,,202430050807,NAR
8,8,12,サクラマイウェイ,牡4,55,宮内勇樹,1:17.0,アタマ,**,-,-,-,-,9-9,39.5,11.1,4,508(-2),,,,"[地]
五十嵐冬",（株）さくらコマー,,202430050807,NAR
9,5,6,ベニノジェネラル,牡6,55,阿岸潤一,1:17.2,1,**,-,-,-,-,10-8,39.4,88.4,12,412(-4),,,,"[地]
黒川智貴",（株）紅谷,,202430050807,NAR
10,1,1,キョウエイリビード,牝7,55,阪野学,1:17.2,ハナ,**,-,-,-,-,12-12,38.8,67.7,10,432(-6),,,,"[地]
黒川智貴",田中晴夫,,202430050807,NAR
11,3,3,ゼイリブ,牝4,55,桑村真明,1:17.5,1.1/2,**,-,-,-,-,1-1,41.6,86.3,11,492(-10),,,,"[地]
石本孝博",（有）新生ファーム,,202430050807,NAR
12,2,2,ピュアカガヤキ,牝7,55,阿部龍,1:18.2,3,**,-,-,-,-,10-9,40.3,65.1,9,522(-4),,,,"[地]
田中正二",鶴見芳子,,202430050807,NAR
1,4,4,ポンドエクスプレス,牡2,55,桑村真明,1:03.0,,**,-,-,-,-,1-1,38.2,2.4,2,496(0),,,,"[地]
角川秀樹",小池保則,250.0,202430050804,NAR
2,2,2,マナラナキラ,牡2,55,石川倭,1:03.2,3/4,**,-,-,-,-,4-3,37.8,12.0,4,438(0),,,,"[地]
米川昇",佐藤弘樹,70.0,202430050804,NAR
3,7,7,リッキーデエス,牝2,53,宮内勇樹,1:03.6,2,**,-,-,-,-,3-3,38.3,54.8,8,420(0),,,,"[地]
川島洋人",藤木隆之,52.5,202430050804,NAR
4,1,1,ヴィタコンパーニ,牡2,55,服部茂史,1:04.3,3,**,-,-,-,-,2-2,39.3,1.9,1,524(0),,,,"[地]
田中淳司",山崎太嗣,35.0,202430050804,NAR
5,5,5,ヤマノギフト,牝2,55,阿部龍,1:04.7,2,**,-,-,-,-,4-5,39.3,9.2,3,450(0),,,,"[地]
村上正和",山口明彦,17.5,202430050804,NAR
6,8,8,バイアメ,牡2,55,小野楓馬,1:05.1,2,**,-,-,-,-,6-6,39.5,29.2,6,426(0),,,,"[地]
小野望",土井久美子,,202430050804,NAR
7,6,6,カレンヒロ,牝2,55,岩橋勇二,1:07.6,大,**,-,-,-,-,7-7,41.8,18.9,5,380(0),,,,"[地]
小国博行",三田正眞,,202430050804,NAR
8,3,3,エイシンガラージュ,牝2,55,阪野学,1:08.0,2,**,-,-,-,-,7-8,42.2,37.4,7,480(0),,,,"[地]
田中正二",平井克彦,,202430050804,NAR
1,8,9,マルテラート,牝5,54,川原正一,1:34.1,,**,-,-,-,-,3-3-2-1,39.9,14.9,6,486(+1),,,,"[地]
保利良次",（株）ＴＫＫ,56.0,202450050803,NAR
2,4,4,ヒナタレディー,牝4,54,大柿一真,1:34.2,3/4,**,-,-,-,-,1-1-1-2,40.2,2.7,2,500(-1),,,,"[地]
長倉功",上田正則,19.6,202450050803,NAR
3,3,3,ジオパークボス,牡9,56,吉村智洋,1:34.3,クビ,**,-,-,-,-,4-4-4-3,40.0,1.8,1,455(-1),,,,"[地]
高馬元紘",（同）ＪＰＮ技研,11.2,202450050803,NAR
4,8,10,ゲンパチシャドウ,牡8,56,板野央,1:35.2,5,**,-,-,-,-,7-7-5-5,40.3,13.6,4,491(+2),,,,"[地]
茂崎正善",組）オールザベスト組,8.4,202450050803,NAR
5,5,5,ビッグウェーブ,牡9,56,鴨宮祥行,1:35.3,クビ,**,-,-,-,-,8-8-7-6,40.4,96.4,7,495(-2),,,,"[地]
栗林徹治",（同）ＪＰＮ技研,5.6,202450050803,NAR
6,7,8,ベガスバケーション,牝5,53,長尾翼玖,1:35.5,1,**,-,-,-,-,2-2-2-4,41.4,8.5,3,464(+3),,,,"[地]
田村彰啓",村上淳,,202450050803,NAR
7,1,1,イントゥアドリーム,牡8,56,松本幸祐,1:36.0,3,**,-,-,-,-,6-6-6-7,41.5,227.6,9,454(+2),,,,"[地]
三宅直之",（株）ＴＫＫ,,202450050803,NAR
8,6,6,サクラトップロール,牡4,56,松木大地,1:36.4,2.1/2,**,-,-,-,-,9-9-8-8,41.1,14.2,5,472(+1),,,,"[地]
雑賀伸一",（株）トップフェロ,,202450050803,NAR
9,2,2,スーパースターマン,牡6,53,土方颯太,1:36.8,2.1/2,**,-,-,-,-,10-10-10-9,41.1,261.7,10,481(+1),,,,"[地]
小牧毅",秋元順紀,,202450050803,NAR
10,7,7,ブライトクラウン,牡4,56,中田貴士,1:39.0,大,**,-,-,-,-,5-5-9-10,44.1,213.7,8,448(+2),,,,"[地]
野田忍",岡本敞司,,202450050803,NAR
1,8,9,ビップナージャ,牝4,54,吉村智洋,0:50.6,,**,-,-,-,-,1-1,36.5,2.2,1,434(-1),,,,"[地]
玉垣光章",鈴木邦英,56.0,202450050804,NAR
2,6,6,メイショウルチル,牝9,51,土方颯太,0:51.8,7,**,-,-,-,-,2-2,37.7,2.9,2,490(-2),,,,"[地]
有馬澄男",松本好雄,19.6,202450050804,NAR
3,1,1,オルディネール,牝6,54,松木大地,0:51.9,3/4,**,-,-,-,-,3-3,37.6,8.4,4,444(-4),,,,"[地]
溝橋利喜",小谷昌吾,11.2,202450050804,NAR
4,5,5,シズカノウミ,牝4,54,山本咲希,0:52.0,1/2,**,-,-,-,-,4-4,37.4,4.2,3,468(-1),,,,"[地]
石橋満",楊明翰,8.4,202450050804,NAR
5,8,10,メイプルエルガー,牡6,55,山本屋太,0:52.2,1,**,-,-,-,-,7-7,37.4,69.2,7,449(+3),,,,"[地]
大山寿文",節ひかる,5.6,202450050804,NAR
6,7,7,パラジウムリボン,牝7,54,渡瀬和幸,0:52.4,1.1/2,**,-,-,-,-,6-6,37.8,73.9,8,429(+3),,,,"[地]
茂崎正善",組）パトリオット,,202450050804,NAR
7,3,3,リョウマダイオー,牡4,53,新庄海誠,0:52.6,3/4,**,-,-,-,-,10-9,37.9,118.8,10,512(+6),,,,"[地]
徳本慶一",荒川三代子,,202450050804,NAR
8,7,8,サイウン,牝6,54,笹田知宏,0:52.9,2,**,-,-,-,-,5-5,38.4,23.1,5,446(-1),,,,"[地]
松平幸秀",渡辺優磨,,202450050804,NAR
9,4,4,シャルプラッテ,牝4,51,高橋愛叶,0:53.1,1.1/4,**,-,-,-,-,8-8,38.8,75.6,9,433(0),,,,"[地]
栗林徹治",船越伸也,,202450050804,NAR
10,2,2,ハワイアンパレス,牝4,54,長谷部駿,0:53.4,1.1/2,**,-,-,-,-,9-10,38.9,60.5,6,488(+5),,,,"[地]
小牧毅",小林量,,202450050804,NAR
1,1,1,ルショコラ,牝5,55,丹内祐次,1:42.7,,**,-,-,-,-,3-4-5-3,39.2,17.8,7,487(-1),,,,"[西]
吉田直弘",（株）サラブレッド,400.0,202445050810,NAR
2,4,5,ケイアイメキラ,セ4,57,笹川翼,1:42.7,クビ,**,-,-,-,-,5-5-5-1,39.0,2.7,1,450(-10),,,,"[西]
村山明",亀田和弘,160.0,202445050810,NAR
3,2,2,レオキー,牝4,54,佐々木大,1:43.6,4,**,-,-,-,-,1-1-1-1,40.4,5.9,2,496(+10),,,,"[西]
牧田和弥",親川智行,100.0,202445050810,NAR
4,7,11,オルノア,牝4,54,角田大河,1:43.7,1/2,**,-,-,-,-,2-2-2-4,40.3,8.6,5,487(-5),,,,"[西]
新谷功一",（株）ノルマンディ,60.0,202445050810,NAR
5,6,8,グランギフト,牡7,57,今野忠成,1:44.1,2,**,-,-,-,-,8-6-8-5,40.2,39.6,10,478(-8),,,,"[地]
山崎尋美",川原輝雄,40.0,202445050810,NAR
6,5,6,レイリ,牡5,57,森泰斗,1:44.6,2.1/2,**,-,-,-,-,10-11-4-6,40.5,6.8,4,536(+4),,,,"[地]
上杉昌宏",前田幸治,,202445050810,NAR
7,3,3,ナリノバロン,牡6,55,山林堂信,1:44.9,1.1/2,**,-,-,-,-,11-9-10-8,40.7,324.5,13,492(+5),,,,"[地]
内田勝義",成塚清志,,202445050810,NAR
8,7,10,グレイウェザーズ,牝4,55,武藤雅,1:45.0,1/2,**,-,-,-,-,6-6-7-8,40.9,20.6,9,445(-1),,,,"[東]
西田雄一",（有）サンデーレー,,202445050810,NAR
9,5,7,コスモメイゲツ,牡4,57,矢野貴之,1:45.0,クビ,**,-,-,-,-,9-8-9-7,40.8,19.2,8,482(+12),,,,"[東]
矢嶋大樹",（有）ビッグレッド,,202445050810,NAR
中,4,4,アーリーレッグ,牡5,57,野畑凌,,,,-,-,-,-,13-13-13,,164.3,12,477(0),,,,"[地]
内田勝義",岡本真二,,202445050810,NAR
中,6,9,ケンキートス,牡4,57,町田直希,,,,-,-,-,-,7-9-12,,11.1,6,517(+1),,,,"[地]
繁田健一",（株）エスティ,,202445050810,NAR
中,8,12,バロックダンス,牝4,54,原優介,,,,-,-,-,-,4-3-3,,6.3,3,469(+1),,,,"[東]
小手川準",吉田照哉,,202445050810,NAR
中,8,13,モンゲートラオ,牡7,55,新原周馬,,,,-,-,-,-,12-12-11,,46.8,11,465(-5),,,,"[地]
鈴木義久",須山悟至,,202445050810,NAR
1,6,6,イエスゴーオン,牝3,55,桑村真明,1:14.9,,**,-,-,-,-,1-1,38.6,3.7,2,448(+3),,,,"[地]
角川秀樹",沖田方子,40.0,202430050810,NAR
2,4,4,マドンナリリー,牝4,53,阿岸潤一,1:16.2,6,**,-,-,-,-,2-2,39.7,8.9,4,504(-6),,,,"[地]
森山雄大",山辺浩,11.2,202430050810,NAR
3,7,7,キタノジョンヌ,牝3,55,岩橋勇二,1:16.3,1/2,**,-,-,-,-,3-3,39.2,4.4,3,466(-12),,,,"[地]
五十嵐冬",北所拓也,8.4,202430050810,NAR
4,2,2,インクルーデッド,牝3,55,石川倭,1:16.7,2,**,-,-,-,-,9-9,38.0,2.0,1,422(-4),,,,"[地]
米川昇",森永聡,5.6,202430050810,NAR
5,3,3,キョウエイフレアー,牝4,55,阿部龍,1:17.5,4,**,-,-,-,-,6-6,39.9,53.6,8,408(-4),,,,"[地]
黒川智貴",田中晴夫,2.8,202430050810,NAR
6,8,9,ツルマキロバリー,牝7,55,井上俊彦,1:18.1,3,**,-,-,-,-,7-7,40.1,29.7,7,476(-4),,,,"[地]
山田和久",萩澤俊雄,,202430050810,NAR
7,5,5,シングルモルト,牝3,55,松井伸也,1:18.6,2.1/2,**,-,-,-,-,3-4,41.5,25.7,6,460(-14),,,,"[地]
佐久間雅",高澤正幸,,202430050810,NAR
8,8,10,フィールマイウェイ,牡4,57,落合玄太,1:18.6,ハナ,**,-,-,-,-,8-8,40.2,14.4,5,490(-12),,,,"[地]
黒川智貴",（有）日進牧場,,202430050810,NAR
9,1,1,アーススカイ,牡12,55,宮内勇樹,1:18.6,ハナ,**,-,-,-,-,3-4,41.5,138.9,9,456(-10),,,,"[地]
岡島玉一",松山増男,,202430050810,NAR
取,7,8,アースリンゴ,牝4,55,宮平鷹志,,,,-,-,-,-,,,---,,計不,,,,"[地]
岡島玉一",松山増男,,202430050810,NAR
1,5,5,リュクスブリランテ,牝3,54,岡部誠,1:29.7,,**,-,-,-,-,1-1-1,38.9,2.0,1,425(+1),,,,"[地]
加藤幸保",田畑憲士,45.0,202447050804,NAR
2,1,1,デルミオクオーレ,牡3,56,向山牧,1:31.2,7,**,-,-,-,-,3-2-2,40.1,2.4,2,448(0),,,,"[地]
川嶋弘吉",小濱正智,15.8,202447050804,NAR
3,3,3,シルバーブリッジ,牝3,54,塚本征吾,1:32.1,4,**,-,-,-,-,5-6-3,40.6,47.8,7,404(+2),,,,"[地]
藤田正治",蟹江知彦,9.0,202447050804,NAR
4,6,6,ミックスアップ,牝3,54,馬渕繁治,1:33.0,4,**,-,-,-,-,2-3-4,42.1,39.9,5,437(-4),,,,"[地]
森山英雄",江川伸夫,4.5,202447050804,NAR
5,7,7,フィオルダリーゾ,牡3,56,東川慎,1:33.2,1,**,-,-,-,-,4-5-6,41.9,42.8,6,481(0),,,,"[地]
加藤幸保",伊達泰明,2.2,202447050804,NAR
6,2,2,ハニープリンセス,牝3,54,丸野勝虎,1:33.2,アタマ,**,-,-,-,-,7-7-7,41.0,29.7,4,379(-5),,,,"[地]
川嶋弘吉",坂田行夫,,202447050804,NAR
7,8,8,スターガッツマン,牡3,56,藤原幹生,1:33.4,3/4,**,-,-,-,-,6-4-5,42.1,4.6,3,469(+1),,,,"[地]
笹野博司",坂本順子,,202447050804,NAR
8,4,4,ポンズ,牝3,54,森島貴之,1:34.1,3,**,-,-,-,-,8-8-8,41.5,50.7,8,427(-7),,,,"[地]
加藤幸保",内田玄祥,,202447050804,NAR
取,8,9,ミオン,牝3,54,大原浩司,,,,-,-,-,-,,,---,,計不,,,,"[地]
森山英雄",岩崎伸道,,202447050804,NAR
1,7,7,コールブランド,セ3,56,本田正重,1:37.1,,**,-,-,-,-,2-1-1-1,41.1,1.8,1,496(-8),,,,"[地]
内田勝義",（有）キャロットフ,200.0,202445050803,NAR
2,1,1,アリハッピー,牝3,54,今野忠成,1:37.7,3,**,-,-,-,-,4-4-4-2,41.1,5.7,3,427(+3),,,,"[地]
安池成実",（有）泰興建設,80.0,202445050803,NAR
3,8,9,コルテデフィート,牡3,56,山崎誠士,1:38.5,4,**,-,-,-,-,8-8-7-7,41.2,6.9,4,456(+7),,,,"[地]
甲田悟史",織田洋介,50.0,202445050803,NAR
4,4,4,イクノホープアイ,牝3,54,池谷匠翔,1:38.7,3/4,**,-,-,-,-,5-5-3-4,42.1,48.3,8,472(+7),,,,"[地]
内田勝義",小林篤,30.0,202445050803,NAR
5,3,3,パルクールチェコ,牝3,54,矢野貴之,1:39.3,3,**,-,-,-,-,1-2-2-3,43.0,19.5,7,483(+1),,,,"[地]
加藤誠一",谷脇智恵子,20.0,202445050803,NAR
6,8,8,コパノアマンダ,牝3,54,野畑凌,1:39.5,1,**,-,-,-,-,3-3-5-5,42.9,17.6,6,463(+10),,,,"[地]
山崎尋美",小林祥晃,,202445050803,NAR
7,6,6,エルリーブル,セ3,56,町田直希,1:40.0,2.1/2,**,-,-,-,-,6-7-8-8,42.4,14.0,5,471(-14),,,,"[地]
平田正一",日下部勝徳,,202445050803,NAR
8,2,2,シアワセノヨカン,牝3,54,藤江渉,1:40.1,1/2,**,-,-,-,-,9-9-9-8,42.3,239.3,9,407(-1),,,,"[地]
武井和実",シグラップ・マネジメ,,202445050803,NAR
9,5,5,ラヴォタ,牡3,56,笹川翼,1:41.1,5,**,-,-,-,-,6-6-6-6,44.1,5.7,2,455(+4),,,,"[地]
林隆之",佐久間拓士,,202445050803,NAR
1,3,3,ゲッワイエンタン,牡3,53,明星晴大,0:50.1,,**,-,-,-,-,1,36.5,5.0,4,453(+7),,,,"[地]
後藤佑耶",大田恭充,45.0,202447050801,NAR
2,6,6,ペペロンチーノ,牝3,54,渡辺竜也,0:51.2,5,**,-,-,-,-,2,37.5,3.9,3,462(-2),,,,"[地]
笹野博司",高瀬真尚,15.8,202447050801,NAR
3,7,7,マルヨファーザ,牝3,54,東川慎,0:51.2,クビ,**,-,-,-,-,5,37.2,2.6,1,459(+9),,,,"[地]
柴田高志",野村春行,9.0,202447050801,NAR
4,1,1,スマートビトラス,牝3,52,宮下瞳,0:52.8,8,**,-,-,-,-,3,39.1,12.8,5,387(-5),,,,"[地]
藤田正治",（株）ファーストビ,4.5,202447050801,NAR
5,2,2,ラブパラドックス,牡3,54,深澤杏花,0:52.9,クビ,**,-,-,-,-,6,38.5,303.3,9,460(-1),,,,"[地]
伊藤勝好",遠藤喜和,2.2,202447050801,NAR
6,8,9,ヒロノワカ,セ3,56,森島貴之,0:52.9,アタマ,**,-,-,-,-,7,38.4,99.5,7,423(-4),,,,"[地]
伊藤強一",（同）ＪＰＮ技研,,202447050801,NAR
7,8,8,アルジョンテ,牡3,56,岡部誠,0:53.1,1.1/2,**,-,-,-,-,4,39.5,3.4,2,412(-2),,,,"[地]
藤田正治",（有）住宅データ,,202447050801,NAR
8,4,4,プレイフルデイズ,牡3,56,藤原幹生,0:54.1,5,**,-,-,-,-,9,39.0,150.2,8,465(0),,,,"[地]
加藤幸保",亀岡和彦,,202447050801,NAR
9,5,5,ササジマセンプウ,牝3,51,松本一心,0:54.3,1.1/2,**,-,-,-,-,8,39.7,25.2,6,451(+1),,,,"[地]
加藤幸保",藤井猛,,202447050801,NAR
1,4,4,エムエスドン,牡4,56,塚本征吾,1:44.1,,**,-,-,-,-,3-5-5,40.2,4.6,3,508(+3),,,,"[地]
竹下直人",森哲,70.0,202447050811,NAR
2,1,1,チームケミストリー,牡5,56,渡辺竜也,1:44.3,1,**,-,-,-,-,5-4-4,40.2,4.1,2,453(+1),,,,"[地]
笹野博司",山下貴,24.5,202447050811,NAR
3,5,5,イカロス,牡5,56,岡部誠,1:44.4,クビ,**,-,-,-,-,2-2-1,41.1,1.9,1,470(0),,,,"[地]
加藤幸保",桑田照夫,14.0,202447050811,NAR
4,2,2,パリスハート,牝9,54,東川慎,1:45.0,3,**,-,-,-,-,7-6-6,39.5,74.5,7,458(+3),,,,"[地]
後藤正義",日下幸徳,7.0,202447050811,NAR
5,3,3,ヨーコマイラヴ,牝5,54,向山牧,1:45.5,2.1/2,**,-,-,-,-,4-3-2,41.4,21.7,5,487(+3),,,,"[地]
川嶋弘吉",田中良輝,3.5,202447050811,NAR
6,6,6,ユカリプレリュード,牝4,54,馬渕繁治,1:47.1,8,**,-,-,-,-,1-1-3,44.4,5.2,4,467(-1),,,,"[地]
森山英雄",山辺浩,,202447050811,NAR
7,8,8,ジェッター,牝7,52,宮下瞳,1:49.6,大,**,-,-,-,-,6-7-7,43.9,28.3,6,456(0),,,,"[地]
藤田正治",（株）ファーストビ,,202447050811,NAR
除,7,7,スタンレー,牡4,56,藤原幹生,,,,-,-,-,-,,,---,,470(-1),,,,"[地]
後藤正義",島川隆哉,,202447050811,NAR
1,4,4,コパノモナルカ,牝4,54,向山牧,1:29.7,,**,-,-,-,-,1-1-1,38.7,3.1,2,465(+1),,,,"[地]
後藤正義",小林祥晃,60.0,202447050810,NAR
2,7,7,ラブアンバジョ,牡6,56,渡辺竜也,1:30.2,2.1/2,**,-,-,-,-,4-3-3,38.9,1.8,1,539(+3),,,,"[地]
伊藤強一",鈴木和彦,21.0,202447050810,NAR
3,6,6,ヴァンヌ,牡6,56,塚本征吾,1:30.6,2,**,-,-,-,-,2-2-2,39.5,3.5,3,529(+7),,,,"[地]
後藤佑耶",豊原純弥,12.0,202447050810,NAR
4,1,1,アレピアード,セ5,54,宮下瞳,1:30.9,1.1/2,**,-,-,-,-,3-4-4,39.4,150.2,8,430(-3),,,,"[地]
藤田正治",組）リノレーシング,6.0,202447050810,NAR
5,3,3,ビルジキール,牡8,55,大畑慧悟,1:31.6,3,**,-,-,-,-,5-5-5,40.1,33.1,5,525(+9),,,,"[地]
水野善太",戸部昌洋,3.0,202447050810,NAR
6,5,5,ラムボール,牡5,56,東川慎,1:31.6,ハナ,**,-,-,-,-,7-6-6,39.7,33.7,6,435(+5),,,,"[地]
栗本陽一",（株）アネモネ,,202447050810,NAR
7,8,8,ヒーローエフエー,牡4,56,岡部誠,1:32.2,3,**,-,-,-,-,6-7-7,40.3,58.2,7,435(+3),,,,"[地]
藤田正治",小橋亮太,,202447050810,NAR
8,2,2,ステラータアイズ,牝4,53,室陽一朗,1:32.5,1.1/2,**,-,-,-,-,8-8-8,40.0,32.1,4,441(+6),,,,"[地]
笹野博司",宮崎孝一郎,,202447050810,NAR
1,7,9,リオンキッド,牝4,55,小野楓馬,1:03.9,,**,-,-,-,-,3-2,37.8,3.9,3,464(+4),,,,"[地]
小野望",庄野宏志,40.0,202430050802,NAR
2,5,5,ジャスパーケイ,セ8,57,松井伸也,1:04.5,3,**,-,-,-,-,6-4,37.9,2.9,2,520(-2),,,,"[地]
佐久間雅",加藤和夫,11.2,202430050802,NAR
3,5,6,トランスランナー,牝5,55,落合玄太,1:04.9,2,**,-,-,-,-,4-5,38.5,2.8,1,460(+10),,,,"[地]
小国博行",（有）太盛,8.4,202430050802,NAR
4,8,12,ウッドブルーニイ,牝4,52,若杉朝飛,1:04.9,クビ,**,-,-,-,-,1-1,39.5,6.1,4,456(-10),,,,"[地]
千葉津代",冨沢敦子,5.6,202430050802,NAR
5,7,10,フィールドスカイ,牝10,55,宮崎光行,1:05.1,3/4,**,-,-,-,-,2-2,39.3,57.5,7,424(0),,,,"[地]
沼澤英知",阪田英裕,2.8,202430050802,NAR
6,1,1,シャンセレナーデ,牝3,55,石川倭,1:05.3,1,**,-,-,-,-,8-7,38.4,108.6,8,416(0),,,,"[地]
桧森邦夫",原口章,,202430050802,NAR
7,3,3,ジュエルシーカー,牝6,55,井上俊彦,1:05.7,2,**,-,-,-,-,6-8,38.9,14.3,5,424(+8),,,,"[地]
佐藤英明",林時春,,202430050802,NAR
8,2,2,ブルーポピー,牡4,57,宮平鷹志,1:05.8,クビ,**,-,-,-,-,11-10,38.4,157.8,10,412(-4),,,,"[地]
佐藤英明",（有）イシカリホー,,202430050802,NAR
9,6,7,リコークルセーダー,牝3,53,宮内勇樹,1:06.4,3,**,-,-,-,-,4-6,40.0,189.7,11,398(+6),,,,"[地]
川島雅人",土橋正雄,,202430050802,NAR
10,8,11,チアフルマノン,牝4,52,藤田凌駕,1:06.5,1/2,**,-,-,-,-,12-12,38.8,142.8,9,436(0),,,,"[地]
柳澤好美",高橋和磨,,202430050802,NAR
11,4,4,アースクインビー,牝8,53,阿岸潤一,1:06.6,1/2,**,-,-,-,-,10-9,39.5,215.4,12,430(+2),,,,"[地]
岡島玉一",松山増男,,202430050802,NAR
12,6,8,カマリ,牝5,55,岩橋勇二,1:06.9,1.1/2,**,-,-,-,-,9-11,39.7,30.2,6,464(-2),,,,"[地]
沼澤英知",門別敏朗,,202430050802,NAR
1,2,2,アルディートクライ,牡6,56,笹田知宏,1:34.2,,**,-,-,-,-,3-3-2-2,40.3,2.7,2,495(+9),,,,"[地]
新子雅司",中塚孝明,56.0,202450050801,NAR
2,6,6,キャンベル,牝4,54,渡瀬和幸,1:34.2,ハナ,**,-,-,-,-,1-1-1-1,40.5,2.6,1,435(0),,,,"[地]
西川進也",（株）ＴＫＫ,19.6,202450050801,NAR
3,1,1,テーオーモンブラン,牝5,54,高畑皓一,1:36.0,大,**,-,-,-,-,7-6-5-5,41.2,11.8,5,461(-1),,,,"[地]
山元博徳",（株）ファーストビ,11.2,202450050801,NAR
4,4,4,ジョーノベリスタ,牝8,54,山本咲希,1:36.0,アタマ,**,-,-,-,-,5-5-6-4,41.4,23.6,7,450(+7),,,,"[地]
平松徳彦",曽和栄司,8.4,202450050801,NAR
5,7,8,エムオードリーム,牝4,54,石堂響,1:36.3,1.1/2,**,-,-,-,-,2-2-3-3,42.5,5.8,3,435(+7),,,,"[地]
藤川純",小橋亮太,5.6,202450050801,NAR
6,7,7,ワールドパレス,牡5,56,長谷部駿,1:37.1,5,**,-,-,-,-,10-10-8-8,41.3,56.5,10,455(-5),,,,"[地]
小牧毅",小林量,,202450050801,NAR
7,5,5,ヤマノタンキー,セ8,56,中田貴士,1:37.1,クビ,**,-,-,-,-,4-4-4-6,43.1,10.0,4,452(-1),,,,"[地]
野田忍",田上雅春,,202450050801,NAR
8,8,10,ローズメジャー,牝9,54,松本幸祐,1:37.2,クビ,**,-,-,-,-,8-8-7-7,42.0,44.2,9,479(+2),,,,"[地]
尾原強",（株）ボンズ,,202450050801,NAR
9,8,9,リパーカッション,牡10,56,永井孝典,1:38.1,5,**,-,-,-,-,9-9-9-9,42.8,23.2,6,513(-7),,,,"[地]
山元博徳",（株）ファーストビ,,202450050801,NAR
10,3,3,サノコア,牡5,56,山田雄大,1:38.7,4,**,-,-,-,-,6-6-10-10,43.5,29.7,8,500(+5),,,,"[地]
黒田隆男",（株）ファーストビ,,202450050801,NAR
1,5,5,リボンピーチ,牝4,54,吉村智洋,1:33.7,,**,-,-,-,-,3-3-3-2,40.2,1.2,1,479(0),,,,"[地]
吉見真幸",宮本昌彦,70.0,202450050805,NAR
2,4,4,ウルティマン,牡5,56,廣瀬航,1:34.0,2,**,-,-,-,-,5-5-4-3,40.2,12.8,3,518(+3),,,,"[地]
稻田彰宏",古東薫,24.5,202450050805,NAR
3,1,1,ナリタダイアリー,牝6,54,高畑皓一,1:35.0,6,**,-,-,-,-,7-7-6-5,40.8,81.4,8,451(+3),,,,"[地]
徳本慶一",組）オールザベスト組,14.0,202450050805,NAR
4,2,2,メイクアラッシュ,牝9,54,小谷周平,1:35.2,1,**,-,-,-,-,1-1-1-1,42.0,6.4,2,438(0),,,,"[地]
土屋洋之",小谷昌吾,10.5,202450050805,NAR
5,7,7,アモールファティ,牝5,54,下原理,1:35.2,クビ,**,-,-,-,-,6-6-5-6,40.9,51.7,7,413(-10),,,,"[地]
保利良次",薪浦亨,7.0,202450050805,NAR
6,3,3,スエヒロイナズマ,牝4,54,竹村達也,1:35.4,3/4,**,-,-,-,-,10-10-10-9,40.2,174.1,10,453(+3),,,,"[地]
寺地誠一",紙谷洋一,,202450050805,NAR
7,6,6,ロイヤルホジャリ,牝7,54,大柿一真,1:35.4,アタマ,**,-,-,-,-,9-9-9-7,40.9,145.2,9,446(-3),,,,"[地]
大塚信次",大黒富美子,,202450050805,NAR
8,8,9,フロストシティ,牡4,56,笹田知宏,1:35.6,1.1/4,**,-,-,-,-,8-8-8-8,41.1,12.9,4,467(+7),,,,"[地]
栗林徹治",伊藤健,,202450050805,NAR
9,7,8,ワンダースピアー,牡5,56,杉浦健太,1:36.2,3.1/2,**,-,-,-,-,2-2-2-4,42.7,30.4,5,522(+8),,,,"[地]
保利幸作",山本能成,,202450050805,NAR
10,8,10,ビップリバプール,牡7,56,鴨宮祥行,1:36.8,3.1/2,**,-,-,-,-,4-4-7-10,42.8,31.6,6,500(+10),,,,"[地]
藤川純",曽和栄司,,202450050805,NAR
1,3,3,クルードラゴン,セ5,57,宮崎光行,1:57.5,,**,-,-,-,-,8-7-7-5,40.0,3.4,2,446(-4),,,,"[地]
松本隆宏",中村吉隆,100.0,202430050809,NAR
2,8,8,クーシフォン,牝5,52,宮内勇樹,1:57.8,1.1/2,**,-,-,-,-,5-4-2-1,40.9,6.7,4,472(-8),,,,"[地]
川島洋人",水上行雄,28.0,202430050809,NAR
3,1,1,バンカブルスター,セ8,57,亀井洋司,1:58.3,2.1/2,**,-,-,-,-,4-4-4-5,41.1,6.0,3,492(-4),,,,"[地]
黒川智貴",（有）日進牧場,21.0,202430050809,NAR
